rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,1,1,4,3640234,2021-04-22
2,spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, GIVĒON",Peaches (feat. Daniel Caesar & Giveon),RBMG/Def Jam,1,2,5,2805843,2021-04-22
3,spotify:track:43PGPuHIlVOc04jrZVh9L6,Polo G,RAPSTAR,Columbia,3,3,2,2654695,2021-04-22
4,spotify:track:0siYMEsGrzzzlWLXK5zJfS,"Joel Corry, RAYE, David Guetta",BED,Perfect Havoc / Asylum Records,4,4,8,1923906,2021-04-22
5,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,"Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine",Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Ministry of Sound Recordings,3,5,13,1897295,2021-04-22
6,spotify:track:748mdHapucXQri7IAO8yFK,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,6,10,2,1829276,2021-04-22
7,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,4,7,23,1698639,2021-04-22
8,spotify:track:61KpQadow081I2AsbeLcsb,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,8,21,3,1694909,2021-04-22
9,spotify:track:2qzW5AK8ldKUOWUETwAkZY,Dave,Titanium,Neighbourhood,9,9,2,1661161,2021-04-22
10,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,10,19,29,1582653,2021-04-22
11,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,1,8,15,1527160,2021-04-22
12,spotify:track:3CVb6hkMrlF7eHhXi5B3PZ,"Russ Millions, Tion Wayne",Body,Atlantic Records UK,9,11,4,1486696,2021-04-22
13,spotify:track:5YaskwnGDZFDRipaqzbwQx,"ATB, Topic, A7S",Your Love (9PM),Virgin,13,16,12,1464081,2021-04-22
14,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,12,13,27,1436612,2021-04-22
15,spotify:track:3Iba59sFmGhQ4kbCY5L8AX,Tom Grennan,Little Bit of Love,Insanity Records,14,14,8,1416045,2021-04-22
16,spotify:track:5erCwioOcRwP59NJUAtEK3,"D-Block Europe, RAYE",Ferrari Horses,D-Block Europe,15,15,8,1412204,2021-04-22
17,spotify:track:3J8EOeKLTLXORtWPpOU5bE,"Lil Tjay, 6LACK",Calling My Phone,Columbia,1,6,10,1400688,2021-04-22
18,spotify:track:4I5bvu2KDsrCg0EWHIcvul,"Anne-Marie, KSI, Digital Farm Animals",Don't Play,Asylum Records,2,17,14,1347268,2021-04-22
19,spotify:track:3VT8hOC5vuDXBsHrR53WFh,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),18,18,11,1337045,2021-04-22
20,spotify:track:7pnQ23WgZca9jEfMts9qsR,A1 x J1,Latest Trends,EMI,4,12,11,1312510,2021-04-22
21,spotify:track:6cx06DFPPHchuUAcTxznu9,"Joel Corry, MNEK",Head & Heart (feat. MNEK),Atlantic Records UK,1,27,42,1238445,2021-04-22
22,spotify:track:15OCqNPYoLziEAsbVnqRj5,Mimi Webb,Good Without,Epic,22,26,4,1231409,2021-04-22
23,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,7,23,18,1222567,2021-04-22
24,spotify:track:1M4OcYkxAtu3ErzSgDEfoi,Cardi B,Up,Atlantic Records,16,22,11,1214387,2021-04-22
25,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,Columbia,2,20,24,1213548,2021-04-22
26,spotify:track:1nahzW3kfMuwReTka28tH5,Justin Bieber,Hold On,RBMG/Def Jam,7,24,7,1201735,2021-04-22
27,spotify:track:53HqOfi7OfHRXzcWTdGJB3,AJ Tracey,Little More Love,Revenge Records,27,-1,1,1140757,2021-04-22
