rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,1,1,16,3521282,2024-08-01
2,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,2,2,11,3520890,2024-08-01
3,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,3,4,17,3328798,2024-08-01
4,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,1,3,8,3191412,2024-08-01
5,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,3,5,16,2838161,2024-08-01
6,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,1,6,18,2621031,2024-08-01
7,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,Stargazing,RCA Records Label,7,7,12,2511281,2024-08-01
8,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,8,28,2395075,2024-08-01
9,spotify:track:7221xIgOnuakPdLqT0F3nP,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),Mercury Records/Republic Records,3,10,12,2247722,2024-08-01
10,spotify:track:2uqYupMHANxnwgeiXTZXzd,Dasha,Austin (Boots Stop Workin'),Warner Records,8,11,23,2163334,2024-08-01
11,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,Mercury Records/Republic Records,1,13,44,2084059,2024-08-01
12,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",6,12,13,2014706,2024-08-01
13,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,3,14,37,1948218,2024-08-01
14,spotify:track:1CDQzbCz4KSQxHe7LMEgRM,Eminem,Houdini,Shady/Aftermath/Interscope Records,1,9,9,1841656,2024-08-01
15,spotify:track:4w2GLmK2wnioVnb5CPQeex,Charli xcx,360,Atlantic Records,15,22,11,1729496,2024-08-01
16,spotify:track:1bJRd2ey6ER7neSxZwYdAG,"BL3SS, CamrinWatsin, bbyclose",Kisses (feat. bbyclose),Atlantic Records UK,16,27,7,1722674,2024-08-01
17,spotify:track:2hrycoFU1mZw6YPvMcn8yC,Jordan Adetunji,KEHLANI,300 Entertainment,17,19,7,1681416,2024-08-01
18,spotify:track:4xdBrk0nFZaP54vvZj0yx7,Chappell Roan,HOT TO GO!,Chappell Roan PS/ Island,18,20,9,1606676,2024-08-01
19,spotify:track:51eSHglvG1RJXtL3qI5trr,Benson Boone,Slow It Down,"Night Street Records, Inc./Warner Records Inc.",18,18,19,1593081,2024-08-01
20,spotify:track:19RybK6XDbAVpcdxSbZL1o,Charli xcx,Apple,Atlantic Records,20,29,4,1584776,2024-08-01
21,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,2,15,14,1555350,2024-08-01
22,spotify:track:7iabz12vAuVQYyekFIWJxD,"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),Columbia,3,17,10,1543084,2024-08-01
23,spotify:track:57lsYy0OZLNb5OQ7fEa3Hs,"Ice Spice, Central Cee",Did It First (with Central Cee),10K Projects/Capitol Records,23,23,3,1517505,2024-08-01
24,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,Belong Together,"Hundred Days Records, LLC",13,21,19,1496032,2024-08-01
25,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,25,32,5,1466824,2024-08-01
26,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,Michael Marcagi,Scared To Start,Warner Records,9,24,28,1407507,2024-08-01
27,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,12,26,397,1400907,2024-08-01
28,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,25,74,1362600,2024-08-01
29,spotify:track:629DixmZGHc7ILtEntuiWE,Billie Eilish,LUNCH,Darkroom/Interscope Records,2,28,11,1350941,2024-08-01
30,spotify:track:62bOmKYxYg7dhrC6gH9vFn,*NSYNC,Bye Bye Bye,Jive,30,-1,1,1283797,2024-08-01
31,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,Warner Records,31,43,139,1238519,2024-08-01
32,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,1,31,15,1231378,2024-08-01
33,spotify:track:46cW6zufU9Woo11TLs2i6X,JADE,Angel Of My Dreams,RCA Records Label,16,16,2,1224966,2024-08-01
34,spotify:track:1XBYiRV30ykHw5f4wm6qEn,The Kid LAROI,NIGHTS LIKE THIS,Columbia,28,30,7,1221832,2024-08-01
35,spotify:track:331l3xABO0HMr1Kkyh2LZq,"David Guetta, OneRepublic",I Don't Wanna Wait,Parlophone UK,30,36,16,1207027,2024-08-01
36,spotify:track:5crxqqibcvoOQQgg4HjAFQ,"Post Malone, Luke Combs",Guy For That (Feat. Luke Combs),Mercury Records/Republic Records,36,-1,1,1169525,2024-08-01
37,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,Sony Music CG,11,37,31,1160560,2024-08-01
38,spotify:track:3JG1uFc40wfyrqaWC7iv0e,Artemas,i like the way you kiss me,Artemas,2,34,19,1129735,2024-08-01
39,spotify:track:6WTFHKrnZpwEBLRS10Ylqs,Dominic Fike,misses,Columbia,39,39,7,1118035,2024-08-01
40,spotify:track:1k2pQc5i348DCHwbn5KTdc,Chappell Roan,Pink Pony Club,Chappell Roan PS/ Island,40,50,6,1116468,2024-08-01
41,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,Richy Mitch & The Coal Miners,Evergreen,Richy Mitch & The Coal Miners,26,45,47,1102469,2024-08-01
42,spotify:track:4q5YezDOIPcoLr8R81x9qy,Taylor Swift,I Can Do It With a Broken Heart,Taylor Swift,4,33,15,1098798,2024-08-01
43,spotify:track:7FOgcfdz9Nx5V9lCNXdBYv,Chappell Roan,Red Wine Supernova,Chappell Roan PS/ Island,38,44,13,1096374,2024-08-01
44,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,27,35,109,1095016,2024-08-01
45,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Play It Again Sam,23,40,90,1050720,2024-08-01
46,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,17,46,222,1042209,2024-08-01
47,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,2,41,24,1022226,2024-08-01
48,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,38,122,1013357,2024-08-01
49,spotify:track:1TcF5F10EN17vraisG1gQv,"The Blessed Madonna, Clementine Douglas",Happier (feat. Clementine Douglas),Warner Records,33,48,19,1011211,2024-08-01
50,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,F-Stop Records/Atlantic,13,47,350,1008213,2024-08-01
51,spotify:track:13hJUmR1UpCUzyHjotiImK,Central Cee,Gen Z Luv,Columbia,51,-1,1,1002688,2024-08-01
