rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,4,9,13890659,2021-09-23
2,spotify:track:0k1WUmIRnG3xU6fvvDVfRG,"Drake, Future, Young Thug",Way 2 Sexy (with Future & Young Thug),OVO,1,1,3,10897624,2021-09-23
3,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,3,11,10613177,2021-09-23
4,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,Columbia,4,-1,1,10150153,2021-09-23
5,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,"Drake, 21 Savage, Project Pat",Knife Talk (with 21 Savage ft. Project Pat),OVO,2,2,3,9492188,2021-09-23
6,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,6,7,43,8027511,2021-09-23
7,spotify:track:1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,1,23,26,7803910,2021-09-23
8,spotify:track:40iJIUlhi6renaREYGeIDS,"Drake, Travis Scott",Fair Trade (with Travis Scott),OVO,3,5,3,7545112,2021-09-23
9,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,Olivia Rodrigo PS,1,10,19,6316088,2021-09-23
10,spotify:track:3QFInJAm9eyaho5vBzxInN,"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),Columbia,8,8,4,6112549,2021-09-23
11,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Need to Know,Kemosabe Records/RCA Records,4,12,15,6072113,2021-09-23
12,spotify:track:37Nqx7iavZpotJSDXZWbJ3,"Drake, Lil Baby",Girls Want Girls (with Lil Baby),OVO,1,6,3,5871287,2021-09-23
13,spotify:track:07MDkzWARZaLEdKxo6yArG,"THE ANXIETY, WILLOW, Tyler Cole",Meet Me At Our Spot,"MSFTSMusic / Roc Nation Records, LLC",13,20,5,5638039,2021-09-23
14,spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,1,13,24,5559616,2021-09-23
15,spotify:track:0RbW8kWozrVSIGb4V13o0o,Kanye West,Hurricane,Rock The World/IDJ/Kanye LP7,1,9,4,5548479,2021-09-23
16,spotify:track:6bpq1jGkVz66Q3LYeoXdjZ,"Lil Nas X, Doja Cat",SCOOP (feat. Doja Cat),Columbia,16,-1,1,5525116,2021-09-23
17,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Kemosabe Records/RCA Records,15,17,13,5386124,2021-09-23
18,spotify:track:7zQirOExB0VR8yWUOqYeio,"Lil Nas X, Megan Thee Stallion",DOLLA SIGN SLIME (feat. Megan Thee Stallion),Columbia,18,-1,1,5075210,2021-09-23
19,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,Sleepy Hallow,2055,Winners Circle/RCA Records,8,18,14,5021587,2021-09-23
20,spotify:track:1Ov37jtRQ2YNAe8HzfczkL,Taylor Swift,Wildest Dreams (Taylor's Version),Taylor Swift,20,-1,1,4875225,2021-09-23
21,spotify:track:75MNhvTCCKsST3YqqUiU9r,Ed Sheeran,Shivers,Atlantic Records UK,15,15,2,4854425,2021-09-23
22,spotify:track:4RVwu0g32PAqgUiJoXsdF8,Billie Eilish,Happier Than Ever,Darkroom/Interscope Records,3,21,8,4618191,2021-09-23
23,spotify:track:6PQ88X9TkUIAUIZJHW2upE,Ed Sheeran,Bad Habits,Atlantic Records UK,7,22,13,4477012,2021-09-23
24,spotify:track:3grVoZ10bm2jUGpo7BxpuF,Lil Nas X,DEAD RIGHT NOW,Columbia,24,-1,1,4438818,2021-09-23
25,spotify:track:2HSmyk2qMN8WQjuGhaQgCk,Drake,Champagne Poetry,OVO,4,11,3,4400834,2021-09-23
26,spotify:track:2Rd4eJ4KwXQQn2sMSToyUM,Kanye West,Moon,Rock The World/IDJ/Kanye LP7,6,14,4,4285666,2021-09-23
27,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,Farruko,Pepas,Sony Music Latin,20,26,9,4245201,2021-09-23
28,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,3,29,18,4092030,2021-09-23
29,spotify:track:5S4PZ7AuYlYiVIVik3wHUf,Lil Nas X,TALES OF DOMINICA,Columbia,29,-1,1,3972210,2021-09-23
30,spotify:track:3Wrjm47oTz2sjIgck11l5e,Måneskin,Beggin',RCA Records Label,5,34,14,3910613,2021-09-23
31,spotify:track:6btdl1Vl6Ta5lUwUSOFW2H,Lil Nas X,SUN GOES DOWN,Columbia,31,-1,6,3907378,2021-09-23
32,spotify:track:6th8IdY4lYeM0QlSQJhhkp,Lil Nas X,LOST IN THE CITADEL,Columbia,32,-1,1,3848998,2021-09-23
33,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,4,32,51,3841670,2021-09-23
34,spotify:track:3JR2RztQcOjUQGQSybxDIO,"Lil Nas X, Elton John",ONE OF ME (feat. Elton John),Columbia,34,-1,1,3834647,2021-09-23
35,spotify:track:0W6I02J9xcqK8MtSeosEXb,Doja Cat,Get Into It (Yuh),Kemosabe Records/RCA Records,18,30,13,3794632,2021-09-23
36,spotify:track:2tUL6dZf1mywCj5WvCPZw6,Drake,No Friends In The Industry,OVO,9,16,3,3781893,2021-09-23
37,spotify:track:37y7iDayfwm3WXn5BiAoRk,Steve Lacy,Dark Red,Three Quarter,34,35,7,3770178,2021-09-23
38,spotify:track:0lnpnsrVaW9elGgRxpDCgE,Walker Hayes,Fancy Like,Monument Records,22,33,13,3480714,2021-09-23
