rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:1QoyuMHNBe7lg3YW4Qtll4,"Tyler, The Creator, Daniel Caesar",St. Chroma (feat. Daniel Caesar),Columbia,1,1,2,13809200,2024-11-07
2,spotify:track:3tFed7YsjGnIfxeLEQwx3R,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne","Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",Columbia,2,5,2,12578869,2024-11-07
3,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",3,9,3,12220040,2024-11-07
4,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,1,7,12,10737116,2024-11-07
5,spotify:track:0VaeksJaXy5R1nvcTMh3Xk,"Tyler, The Creator, Teezo Touchdown","Darling, I (feat. Teezo Touchdown)",Columbia,4,4,2,9906437,2024-11-07
6,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,6,11,15,9428738,2024-11-07
7,spotify:track:5RePVWy39tLpHH0WwXgBsK,"Tyler, The Creator",Rah Tah Tah,Columbia,3,3,2,9370156,2024-11-07
8,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,2,10,25,9323119,2024-11-07
9,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,1,8,11,9052746,2024-11-07
10,spotify:track:5vNRhkKd0yEAg8suGBpjeY,"ROSÉ, Bruno Mars",APT.,Atlantic Records,1,6,3,8975085,2024-11-07
11,spotify:track:6jbYpRPTEFl1HFKHk1IC0m,"Tyler, The Creator, Lola Young",Like Him (feat. Lola Young),Columbia,11,20,2,8804732,2024-11-07
12,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,BIGHIT MUSIC,2,16,16,8221391,2024-11-07
13,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,1,13,31,8180709,2024-11-07
14,spotify:track:1YdtGoSYDvVQKoUqSDXX41,"Tyler, The Creator",Noid,Columbia,2,2,3,7883868,2024-11-07
15,spotify:track:2aYHxnMF2umAavtgBvmkY1,"Tyler, The Creator, ScHoolboy Q, Santigold",Thought I Was Dead (feat. ScHoolboy Q & Santigold),Columbia,12,12,2,7670148,2024-11-07
16,spotify:track:1Es7AUAhQvapIcoh3qMKDL,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),XO / Republic Records,1,18,6,7508378,2024-11-07
17,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,1,22,30,6793894,2024-11-07
18,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,5,24,175,6731666,2024-11-07
19,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,11,27,25,6615853,2024-11-07
20,spotify:track:7hR22TOX3RorxJPcsz5Wbo,Morgan Wallen,Love Somebody,Big Loud Records / Mercury Records / Republic Records,3,15,3,6576355,2024-11-07
21,spotify:track:1cOboCuWYI2osTOfolMRS6,"Oscar Maydon, Fuerza Regida",Tu Boda,Rancho Humilde/Sony Music Latin,20,23,4,6539684,2024-11-07
22,spotify:track:5IZXB5IKAD2qlvTPJYDCFB,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),Mercury Records / Republic Records,1,26,26,6437399,2024-11-07
23,spotify:track:51rfRCiUSvxXlCSCfIztBy,Gracie Abrams,"I Love You, I'm Sorry","Gracie Abrams, under exclusive license to Interscope Records",11,30,17,6391688,2024-11-07
24,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,3,28,30,6321226,2024-11-07
25,spotify:track:4xdBrk0nFZaP54vvZj0yx7,Chappell Roan,HOT TO GO!,Chappell Roan PS/ Island,9,33,30,5920674,2024-11-07
26,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,Sabrina Carpenter,Please Please Please,Island Records,1,31,22,5888249,2024-11-07
27,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,Sabrina Carpenter,Bed Chem,Island Records,7,32,11,5753476,2024-11-07
28,spotify:track:6ie0uyyvOKTTuIFBMPiNIl,"Tyler, The Creator",Judge Judy,Columbia,17,17,2,5694343,2024-11-07
29,spotify:track:4BSR9I4ExlCJdXJo2GpBD5,"Tyler, The Creator, Daniel Caesar, LaToiya Williams",Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),Columbia,19,19,2,5621236,2024-11-07
30,spotify:track:35D1RA5uVFVhMc1qX80TaQ,"Tyler, The Creator, Doechii",Balloon (feat. Doechii),Columbia,29,29,2,5548954,2024-11-07
31,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,36,42,5424901,2024-11-07
32,spotify:track:3Umj02ZNl4d356pS1D38mn,"Tyler, The Creator",Hey Jane,Columbia,14,14,2,5305375,2024-11-07
33,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,The Neighbourhood,Sweater Weather,Columbia,13,39,220,5226580,2024-11-07
