rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,1,2,13344016,2021-07-22
2,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,Olivia Rodrigo PS,1,2,10,11604431,2021-07-22
3,spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,1,4,15,8356266,2021-07-22
4,spotify:track:5lAnYvAIkSDNXqfo7DyFUm,Doja Cat,Ain't Shit,Kemosabe Records/RCA Records,4,7,4,7057145,2021-07-22
5,spotify:track:3Wrjm47oTz2sjIgck11l5e,Måneskin,Beggin',RCA Records Label,5,5,5,6991407,2021-07-22
6,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,4,8,42,6319636,2021-07-22
7,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,2,6,16,6179183,2021-07-22
8,spotify:track:40uMIn2zJLAQhNXghRjBed,Post Malone,Motley Crew,Republic Records,3,3,2,6133134,2021-07-22
9,spotify:track:6PQ88X9TkUIAUIZJHW2upE,Ed Sheeran,Bad Habits,Atlantic Records UK,8,11,4,6126332,2021-07-22
10,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,3,9,9,6057427,2021-07-22
11,spotify:track:67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,1,12,17,5861475,2021-07-22
12,spotify:track:18vXApRmJSgQ6wG2ll9AOg,Polo G,RAPSTAR,Columbia,1,10,15,5855742,2021-07-22
13,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,12,17,34,5660874,2021-07-22
14,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Need to Know,Kemosabe Records/RCA Records,14,27,6,5134243,2021-07-22
15,spotify:track:5zNW5ARjYhJQJz1AChP33n,Megan Thee Stallion,Thot Shit,300 Entertainment,11,14,6,4816375,2021-07-22
16,spotify:track:65OVbaJR5O1RmwOQx0875b,"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),OVO,2,15,20,4614709,2021-07-22
17,spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, GIVĒON",Peaches (feat. Daniel Caesar & Giveon),RBMG/Def Jam,1,21,18,4543704,2021-07-22
18,spotify:track:5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,Olivia Rodrigo PS,5,18,9,4484109,2021-07-22
19,spotify:track:2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,Rimas Entertainment LLC,5,20,7,4225621,2021-07-22
20,spotify:track:0k4d5YPDr1r7FX77VdqWez,"Doja Cat, The Weeknd",You Right,Kemosabe Records/RCA Records,4,19,4,4215086,2021-07-22
21,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,1,24,28,4028814,2021-07-22
22,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,happier,Olivia Rodrigo PS,5,23,9,3971545,2021-07-22
23,spotify:track:5RwV8BvLfX5injfqYodke9,Rauw Alejandro,Todo De Ti,Sony Music Latin/Duars Entertainment,18,31,8,3934565,2021-07-22
24,spotify:track:5JKnYZOhSP7rOK0jPYcCjV,"WILLOW, Travis Barker",t r a n s p a r e n t s o u l feat. Travis Barker,"MSFTSMusic / Roc Nation Records, LLC",20,33,10,3925975,2021-07-22
25,spotify:track:3EpF150nXMSNjiH0bbmXIL,"Trippie Redd, Lil Uzi Vert",Holy Smokes (feat. Lil Uzi Vert),"1400 Entertainment, Inc. / 10K Projects",25,-1,1,3825864,2021-07-22
26,spotify:track:4LaGu95Ui2s4vprSQYWUAZ,"Pop Smoke, 21 Savage, 42 Dugg",Bout A Million (feat. 42 Dugg & 21 Savage),Victor Victor Worldwide,26,-1,1,3795954,2021-07-22
27,spotify:track:6SRsiMl7w1USE4mFqrOhHC,Olivia Rodrigo,brutal,Olivia Rodrigo PS,4,25,9,3759015,2021-07-22
28,spotify:track:7MAibcTli4IisCtbHKrGMh,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,Aftermath Entertainment/Atlantic,4,29,20,3718686,2021-07-22
29,spotify:track:0BGwAKW4u8kWOhWFflZxfl,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),4,28,24,3702050,2021-07-22
30,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,Sleepy Hallow,2055,Winners Circle/RCA Records,30,71,5,3686919,2021-07-22
31,spotify:track:37BZB0z9T8Xu7U3e65qxFy,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),Republic Records,5,32,13,3680183,2021-07-22
32,spotify:track:0LThjFY2iTtNdd4wviwVV2,BTS,Permission to Dance,BIGHIT MUSIC,16,16,2,3674813,2021-07-22
33,spotify:track:0MMyJUC3WNnFS1lit5pTjk,Olivia Rodrigo,"jealousy, jealousy",Olivia Rodrigo PS,10,30,9,3667551,2021-07-22
34,spotify:track:2bgTY4UwhfBYhGT4HUYStN,BTS,Butter,BIGHIT MUSIC,13,22,9,3596447,2021-07-22
35,spotify:track:0cu0rhnlCnJ7JIeHRiLpj3,DaBaby,Ball If I Want To,South Coast Music Group/Interscope Records,28,36,5,3413957,2021-07-22
36,spotify:track:3ZozFqJJlDBNIm4xqxn2ZD,Walker Hayes,Fancy Like,Monument Records,36,44,4,3391008,2021-07-22
37,spotify:track:5B0kgjHULYJhAQkK5XsMoC,"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),Columbia,3,26,4,3258231,2021-07-22
38,spotify:track:1YDebgap5OFwXEBG18NJvy,DaBaby,Red Light Green Light,South Coast Music Group/Interscope Records,32,34,4,3224067,2021-07-22
39,spotify:track:6uqyE384HDSsuwpoF4mjrL,Billie Eilish,NDA,Darkroom/Interscope Records,13,13,2,3191529,2021-07-22
40,spotify:track:2BITQ360Knh6qNAOqR7Dyq,"Trippie Redd, Playboi Carti",Miss The Rage,"1400 Entertainment, Inc. / 10K Projects",4,38,11,3152229,2021-07-22
41,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,GIVĒON,Heartbreak Anniversary,Epic/Not So Fast,9,37,24,3121140,2021-07-22
42,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,39,86,3104775,2021-07-22
43,spotify:track:7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,Surf Curse,43,45,13,3061431,2021-07-22
44,spotify:track:7nc7mlSdWYeFom84zZ8Wr8,"Cochise, $NOT",Tell Em,Columbia,26,40,8,3040652,2021-07-22
45,spotify:track:2UwALqx6yOsXTFt7zRxnts,"Pop Smoke, Kanye West, Pusha T",Tell The Vision (feat. Kanye West & Pusha T),Victor Victor Worldwide,45,-1,1,3008352,2021-07-22
46,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,Måneskin,I WANNA BE YOUR SLAVE,RCA Records Label,46,52,5,2905521,2021-07-22
47,spotify:track:1EJIcDYXwSqipW5dFe4uJz,"DJ Khaled, Lil Baby, Lil Durk",EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),Epic/We The Best,24,41,12,2863727,2021-07-22
48,spotify:track:4XkrlDVc8UQUvsyRsxvU0M,"Normani, Cardi B",Wild Side (feat. Cardi B),RCA Records Label,48,-1,1,2812939,2021-07-22
49,spotify:track:5zFglKYiknIxks8geR8rcL,"Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),Interscope Records*,29,46,19,2809706,2021-07-22
50,spotify:track:4qu63nuBpdn0qHUHuObEj1,"Marshmello, Jonas Brothers",Leave Before You Love Me (with Jonas Brothers),Republic Records,45,51,9,2762718,2021-07-22
51,spotify:track:1M4OcYkxAtu3ErzSgDEfoi,Cardi B,Up,Atlantic Records,3,50,24,2727741,2021-07-22
52,spotify:track:1fxYz1s15pyZLsJT0Hdh1m,Roddy Ricch,late at night,Atlantic Records,24,48,7,2696675,2021-07-22
53,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,19,56,48,2646689,2021-07-22
54,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,telepatía,EMI / Interscope,4,53,23,2592923,2021-07-22
55,spotify:track:0Kdj7nwaYQmvhxnqZaIQuW,Bo Burnham,Bezos I,Bo Burnham,55,75,5,2584772,2021-07-22
56,spotify:track:2TOzTqQXNmR2zDJXihjZ2e,Olivia Rodrigo,enough for you,Olivia Rodrigo PS,6,49,9,2584426,2021-07-22
57,spotify:track:3DMs7bahbQTnoxCjgP7qoK,"Pop Smoke, Dua Lipa",Demeanor (feat. Dua Lipa),Victor Victor Worldwide,57,-1,1,2524835,2021-07-22
58,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,SZA,Good Days,Top Dawg Entertainment/RCA Records,1,57,30,2508076,2021-07-22
59,spotify:track:239yM7BAQ2CkNc61ogPGXo,John Mayer,Shot in the Dark,Columbia,59,-1,1,2486241,2021-07-22
60,spotify:track:7kDUspsoYfLkWnZR7qwHZl,"mgk, blackbear",my ex's best friend (with blackbear),Bad Boy/Interscope Records,11,54,50,2476954,2021-07-22
61,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, JHAYCO",DÁKITI,Rimas Entertainment LLC,1,55,38,2475684,2021-07-22
62,spotify:track:4wNKxMbE3n1gRm4F6OaCP1,Pop Smoke,Coupe,Victor Victor Worldwide,62,-1,1,2466452,2021-07-22
63,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,"24kGoldn, iann dior",Mood (feat. iann dior),Records/Columbia,2,59,50,2461193,2021-07-22
