rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
22,spotify:track:5PyDJG7SQRgWXefgexqIge,Doja Cat,Agora Hills,Kemosabe Records/RCA Records,16,24,16,17152621,2024-01-11
23,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,1,26,171,17100327,2024-01-11
24,spotify:track:2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,Acqustic,1,22,16,17002985,2024-01-11
25,spotify:track:6CvTEtGagmzQvkUzzyKR9k,"Fuerza Regida, Marshmello",HARLEY QUINN,Rancho Humilde/Street Mob Records,11,20,11,16758491,2024-01-11
26,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,3,33,26,16646305,2024-01-11
27,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,27,57,16398834,2024-01-11
28,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,25,93,15967765,2024-01-11
29,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,"Miserable Music Group, LLC",5,29,39,15821912,2024-01-11
30,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,F-Stop Records/Atlantic,30,65,152,15744110,2024-01-11
31,spotify:track:4OMJGnvZfDvsePyCwRGO7X,Dua Lipa,Houdini,Warner Records,6,35,9,15642294,2024-01-11
32,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,32,57,9,15462408,2024-01-11
33,spotify:track:4tKGFmENO69tZR9ahgZu48,Sophie Ellis-Bextor,Murder On The Dancefloor,Polydor Records,33,143,2,15428131,2024-01-11
34,spotify:track:1udwFobQ1JoOdWPQrp2b6u,"JID, 21 Savage, Baby Tate",Surround Sound (feat. 21 Savage & Baby Tate),Dreamville/Interscope,34,36,8,14786989,2024-01-11
35,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,"Maluma, Carin Leon",Según Quién,Sony Music Latin,17,31,17,14701296,2024-01-11
36,spotify:track:4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,20,41,20,14698793,2024-01-11
37,spotify:track:59NraMJsLaMCVtwXTSia8i,"cassö, RAYE, D-Block Europe",Prada,Ministry of Sound Recordings,17,32,21,14550323,2024-01-11
38,spotify:track:7DSAEUvxU8FajXtRloy8M0,Miley Cyrus,Flowers,Columbia,1,30,52,14548483,2024-01-11
39,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Play It Again Sam,36,44,64,14442070,2024-01-11
40,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,12,46,100,14241827,2024-01-11
41,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,5,28,33,14191744,2024-01-11
42,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,32,45,55,14106335,2024-01-11
43,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,3,42,15,13877871,2024-01-11
44,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,19,51,176,13859103,2024-01-11
45,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,37,215,13651163,2024-01-11
46,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,1,39,28,13507364,2024-01-11
47,spotify:track:2Zo1PcszsT9WQ0ANntJbID,Sabrina Carpenter,Feather,Island Records,47,67,6,13391680,2024-01-11
48,spotify:track:4MjDJD8cW7iVeWInc2Bdyj,Bad Bunny,MONACO,Rimas Entertainment LLC,1,34,13,13295708,2024-01-11
49,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,BIGHIT MUSIC,11,48,22,13206831,2024-01-11
50,spotify:track:2OWv3lRR8PtOVuHWzQNRs2,"Peso Pluma, Junior H, Oscar Maydon",Rompe La Dompe,2023 Double P Records,38,38,2,13122143,2024-01-11
51,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,52,11,13020606,2024-01-11
52,spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,"Drake, Sexyy Red, SZA",Rich Baby Daddy (feat. Sexyy Red & SZA),OVO/Republic,28,81,13,13017598,2024-01-11
53,spotify:track:0O3U5iwTbiXCREMkvotJuN,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,Grupo Frontera,47,47,23,12919864,2024-01-11
54,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,15,55,144,12882699,2024-01-11
55,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,16,60,46,12624432,2024-01-11
56,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,Gunna,fukumean,300 Entertainment,9,49,30,12504254,2024-01-11
57,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,Quevedo,Columbia,Quevedo,7,53,27,12227913,2024-01-11
58,spotify:track:4E63weMCaNZuGPEFMnuEi8,Tate McRae,exes,RCA Records Label,26,70,8,12153251,2024-01-11
59,spotify:track:7mXuWTczZNxG5EDcjFEuJR,"Peso Pluma, Gabito Ballesteros, Junior H",LADY GAGA,Double P Records,9,43,29,12094395,2024-01-11
60,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,BIGHIT MUSIC,15,58,42,12091523,2024-01-11
61,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,2,40,72,12082598,2024-01-11
62,spotify:track:2YSzYUF3jWqb9YP9VXmpjE,"Drake, Yeat",IDGAF (feat. Yeat),OVO/Republic,5,63,14,11933338,2024-01-11
63,spotify:track:1a73gcEg6h6Re6hHXoVltJ,Nicki Minaj,FTCU,Republic Records,63,66,4,11892608,2024-01-11
64,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,68,49,11885974,2024-01-11
65,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,61,64,11756777,2024-01-11
66,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,72,266,11536228,2024-01-11
67,spotify:track:6wsqVwoiVH2kde4k4KKAFU,Travis Scott,I KNOW ?,Cactus Jack/Epic,14,77,24,11483082,2024-01-11
68,spotify:track:2yzshFeBIwH8tWIqHEFLeD,"Grupo Frontera, Bad Bunny",un x100to,Grupo Frontera,1,62,39,11455676,2024-01-11
69,spotify:track:1s7oOCT8vauUh01PbJD6ps,"Rema, Selena Gomez",Calm Down,Mavin Records/Jonzing World,9,50,72,11425736,2024-01-11
70,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,Interscope Records,7,74,84,11381598,2024-01-11
71,spotify:track:17cia5k4BpGVlyEfqrFH50,Olivia Rodrigo,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Lions Gate Entertainment Inc. under exclusive license to Geffen Records,35,82,10,11281453,2024-01-11
72,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,50,76,160,11202544,2024-01-11
73,spotify:track:7yDHHVKLbvDmVw1XXhDDIO,"Vishal Mishra, Raj Shekhar",Pehle Bhi Main,T-Series,49,56,5,11194555,2024-01-11
74,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,57,75,72,10985760,2024-01-11
75,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,4,85,261,10958351,2024-01-11
76,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,Roc-A-Fella,76,90,27,10832805,2024-01-11
77,spotify:track:25OeKzcqakFPaJlXHPE5lm,Carin Leon,Primera Cita,"Socios Music, LLC",21,59,28,10786386,2024-01-11
78,spotify:track:6RcAHyC5sAUIbPTkhOQwd8,Junior H,Y LLORO,WEA Latina,55,110,14,10748250,2024-01-11
79,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,2,78,58,10722369,2024-01-11
80,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,Atlantic Records,39,88,83,10654137,2024-01-11
81,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,Partisan Records,81,95,78,10623414,2024-01-11
82,spotify:track:1zi7xx7UVEFkmKfv06H8x0,"Drake, Wizkid, Kyla",One Dance,Cash Money Records/Young Money Ent./Universal Rec.,12,98,176,10612953,2024-01-11
83,spotify:track:1hZsWUnLbqRw09jLAMQSsb,"Feid, Young Miko",CLASSY 101,UMLE - Latino,8,84,41,10595752,2024-01-11
84,spotify:track:42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Cactus Jack/Epic,5,93,17,10506246,2024-01-11
85,spotify:track:4loIMejzvt11s97SGVEat8,"Xavi, Los Dareyes De La Sierra",Poco A Poco,Interscope Records,80,80,3,10501299,2024-01-11
86,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,86,92,143,10460240,2024-01-11
87,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,87,107,64,10401937,2024-01-11
88,spotify:track:0TL0LFcwIBF5eX7arDIKxY,Anuv Jain,Husn,Universal Music India Pvt. Ltd. (on behalf of Anuv Jain),88,102,2,10380317,2024-01-11
89,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,31,89,120,10374607,2024-01-11
90,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,91,156,10360253,2024-01-11
91,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,Boys Don't Cry,70,111,34,10338338,2024-01-11
92,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,"The Weeknd, Lana Del Rey",Stargirl Interlude,Universal Republic Records,92,106,76,10320373,2024-01-11
93,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,76,109,129,10288858,2024-01-11
94,spotify:track:00rxTS5TKv3oXpDA6nWfBi,"JC NO BEAT, DJ F7, MC Meno Dani, Silva Mc",Maria Mariah,Tratto Entretenimentos,94,121,2,10083665,2024-01-11
95,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,108,55,10080740,2024-01-11
96,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,4,83,80,9905660,2024-01-11
97,spotify:track:086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,95,127,109,9871303,2024-01-11
98,spotify:track:6ED7qim1NAX1HjNU8039WS,"Eugenio Esquivel, Grupo Marca Registrada, Sebastian Esquivel",Alucin,"WKMX, División of WK Records / RB Records",98,147,2,9848890,2024-01-11
99,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,21,126,87,9818789,2024-01-11
100,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,TV Girl,100,136,29,9816798,2024-01-11
101,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Aftermath,24,103,65,9790455,2024-01-11
102,spotify:track:2kz1YOhJiNubjigR1gB1VX,Rauw Alejandro,DILUVIO,Sony Music Latin/Duars Entertainment,59,104,9,9750758,2024-01-11
103,spotify:track:4GvEuYAfJlICR2SpMDaBxQ,"Jere Klein, Gittobeatz",ANDO,2023 JERE KLEIN,99,99,6,9733140,2024-01-11
104,spotify:track:74X2u8JMVooG2QbjRxXwR8,LE SSERAFIM,Perfect Night,SOURCE MUSIC,57,119,11,9730816,2024-01-11
105,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,"Rihanna, Calvin Harris",We Found Love,Def Jam Recordings,59,69,45,9699289,2024-01-11
106,spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,86,86,100,9668162,2024-01-11
107,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,57,118,53,9611435,2024-01-11
108,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Moonlight,Geffen Records,37,115,44,9596259,2024-01-11
109,spotify:track:4kjI1gwQZRKNDkw1nI475M,Travis Scott,MY EYES,Cactus Jack/Epic,15,152,9,9595268,2024-01-11
110,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",71,112,73,9559692,2024-01-11
111,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Summertime Sadness,Polydor Records,83,130,74,9552819,2024-01-11
112,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",82,133,53,9541382,2024-01-11
113,spotify:track:7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,XL Recordings,61,134,56,9527515,2024-01-11
114,spotify:track:3CWq0pAKKTWb0K4yiglDc4,Taylor Swift,You’re Losing Me (From The Vault),Taylor Swift,14,97,7,9520505,2024-01-11
115,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,17,114,71,9503483,2024-01-11
116,spotify:track:2IDf0IZ9dfw0uDYV2n1bJc,"Luan Santana, Ana Castela",DEJA VU,Sony Music Entertainment,54,54,3,9469186,2024-01-11
117,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,17,113,51,9451070,2024-01-11
118,spotify:track:3qQbCzHBycnDpGskqOWY0E,"Eslabon Armado, Peso Pluma",Ella Baila Sola,DEL Records,1,73,43,9377942,2024-01-11
119,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,43,138,105,9364641,2024-01-11
120,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,Polydor Records,101,129,109,9358087,2024-01-11
121,spotify:track:5TRPicyLGbAF2LGBFbHGvO,"Kanye West, Dwele",Flashing Lights,Roc-A-Fella,121,144,16,9355574,2024-01-11
122,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,Polydor Records,1,105,155,9341170,2024-01-11
123,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),Darkroom,24,137,299,9339916,2024-01-11
124,spotify:track:7aqfrAY2p9BUSiupwk3svU,"Drake, J. Cole",First Person Shooter (feat. J. Cole),OVO/Republic,6,116,14,9339260,2024-01-11
125,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,94,94,120,9246920,2024-01-11
126,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Elektra (NEK),120,153,54,9243312,2024-01-11
127,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,12,132,144,9186636,2024-01-11
128,spotify:track:5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,Kid Ina Korner / Interscope,119,141,59,9186054,2024-01-11
129,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,101,130,9159548,2024-01-11
130,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,11,135,118,9124466,2024-01-11
131,spotify:track:1TEKUj8c5iyRNUUxo9SdSD,"Xavi, Tony Aguirre",Modo DND,Interscope Records,131,148,2,9108659,2024-01-11
132,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,Jive,14,166,56,9088623,2024-01-11
133,spotify:track:2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Have You Ever Seen The Rain,Craft Recordings,133,158,21,9074672,2024-01-11
134,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,72,156,71,9067229,2024-01-11
135,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,Dark Red,Three Quarter,66,170,108,9050646,2024-01-11
136,spotify:track:505v13epFXodT9fVAJ6h8k,KAROL G,AMARGURA,Universal Music Latino,53,120,34,9024218,2024-01-11
137,spotify:track:6rjuKpPydT2SxN15TZpV7r,Lil Tecca,500lbs,Galactic Records/Lil Tecca,89,150,12,9009759,2024-01-11
138,spotify:track:3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,One Umbrella Records,70,160,47,8997328,2024-01-11
139,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),Republic Records,33,169,44,8970949,2024-01-11
140,spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,Universal-Island Records Ltd.,108,162,124,8918353,2024-01-11
141,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,Domino Recording Co,98,163,119,8905425,2024-01-11
142,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,11,154,48,8904235,2024-01-11
143,spotify:track:3yfqSUWxFvZELEM4PmlwIR,Eminem,The Real Slim Shady,Interscope,51,131,114,8901838,2024-01-11
144,spotify:track:2TJKY0WSFufZOzbRNgl6zE,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",ELOVRGA,Rios Music/ Outerspace Music/ Boba Records Corporation,59,122,19,8871190,2024-01-11
145,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,UMC (Universal Music Catalogue),91,125,68,8796160,2024-01-11
146,spotify:track:7iUtQNMRB8ZkKC4AmEuCJC,Myke Towers,LA FALDA,WEA Latina,146,175,2,8763037,2024-01-11
147,spotify:track:2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Sprinter,Neighbourhood / Live Yours,6,128,32,8742519,2024-01-11
148,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,4,96,121,8738399,2024-01-11
149,spotify:track:0cGpKQ8RxxLOFqhktEURIj,"UMI, V",wherever u r (ft. V of BTS),UMI Inc under exclusive license to Unitedmasters LLC,64,64,2,8724709,2024-01-11
150,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,Warner Records,22,183,27,8710820,2024-01-11
151,spotify:track:4KW1lqgSr8TKrvBII0Brf8,Kanye West,Father Stretch My Hands Pt. 1,Rock The World/IDJ/Kanye LP7,142,142,6,8700586,2024-01-11
152,spotify:track:2InS5VWKJQbsFBKOsf1cJB,"Dj GBR, Mc IG, MC Ryan SP, MC PH, Mc Davi, Mc Luki, Mc Don Juan, Mc Kadu, TrapLaudo, MC GP, MC GH do 7",Let's Go 4,GR6 Music,85,100,17,8696105,2024-01-11
153,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,34,172,125,8682529,2024-01-11
154,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),Republic Records,65,186,32,8674653,2024-01-11
155,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,a-ha,Take on Me,Rhino,83,87,22,8645699,2024-01-11
156,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,52,171,90,8627025,2024-01-11
157,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,4,164,354,8600094,2024-01-11
158,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,Cactus Jack / Epic,13,-1,229,8583832,2024-01-11
159,spotify:track:31nfdEooLEq7dn3UMcIeB5,BENNETT,Vois sur ton chemin - Techno Mix,Warner Music Central Europe,85,124,12,8582209,2024-01-11
160,spotify:track:1v7L65Lzy0j0vdpRjJewt1,Eminem,Lose Yourself,Aftermath,44,168,128,8566115,2024-01-11
161,spotify:track:3DK6m7It6Pw857FcQftMds,"Kanye West, Pusha T",Runaway,Roc-A-Fella,161,187,4,8564480,2024-01-11
162,spotify:track:3k6q0O9JnO2GhvD6C8fs20,Jimin,Closer Than This,BIGHIT MUSIC,65,79,3,8554191,2024-01-11
163,spotify:track:5sdQOyqq2IDhvmx2lHOpwd,NewJeans,Super Shy,ADOR,9,146,26,8521101,2024-01-11
164,spotify:track:0dS2u2UFd88TIzDDaZDLvS,d4vd,Here With Me,Darkroom/Interscope Records,14,165,62,8520387,2024-01-11
165,spotify:track:71BqAINEnezjQfxE4VuJfq,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,3,188,9,8503739,2024-01-11
166,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,Republic Records,10,200,54,8501736,2024-01-11
167,spotify:track:7yIIeKUxTpn36X6CFJhgEi,"Bellakath, Dani Flow",Reggaeton Champagne,La Mafia del Perreo,78,123,14,8495411,2024-01-11
168,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,14,151,47,8466111,2024-01-11
169,spotify:track:3IznIgmXtrUaoPWpQTy5jB,TV Girl,Not Allowed,TV Girl,169,199,4,8421630,2024-01-11
170,spotify:track:54zcJnb3tp9c5OVKREZ1Is,KAROL G,MI EX TENÍA RAZÓN,Bichota/Interscope Records,22,167,21,8348655,2024-01-11
171,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,golden hour,JVKE,14,161,70,8325257,2024-01-11
172,spotify:track:4W4fNrZYkobj539TOWsLO2,"The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,XO / Republic Records,2,184,38,8325087,2024-01-11
173,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,16,185,358,8322500,2024-01-11
174,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,62,196,49,8307476,2024-01-11
175,spotify:track:6VObnIkLVruX4UVyxWhlqm,Adele,Skyfall,XL Recordings/Columbia,175,182,2,8285666,2024-01-11
176,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",27,181,107,8273163,2024-01-11
177,spotify:track:3yHyiUDJdz02FZ6jfUbsmY,"Arijit Singh, Shreyas Puranik, Siddharth - Garima","Satranga (From ""ANIMAL"")",T-Series,74,117,6,8267266,2024-01-11
178,spotify:track:2UW7JaomAMuX9pZrjVpHAU,"Yng Lvcas, Peso Pluma",La Bebe - Remix,WM Mexico,3,139,43,8253743,2024-01-11
179,spotify:track:3KZCP2StVGdWkOKyRZNWA4,Plan B,Es un Secreto,Pina Records,157,178,17,8228649,2024-01-11
180,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,XL Recordings,143,194,26,8227388,2024-01-11
