rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
36,spotify:track:7Bpx2vsWfQFBACRz4h3IqH,"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),Columbia,36,-1,1,13819716,2021-09-02
37,spotify:track:3onYsG7nB3FwEVHYYWCrIM,Kanye West,No Child Left Behind,Rock The World/IDJ/Kanye LP7,37,-1,1,13621927,2021-09-02
38,spotify:track:4bF2y8rR7GUjrd5LNEvej3,Ingratax,París,Room28,24,24,6,13505979,2021-09-02
39,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,3,22,22,13397107,2021-09-02
40,spotify:track:5eXBXreN3d1zdj6Sa8dS0u,BTS,Permission to Dance,BIGHIT MUSIC,5,32,8,13372442,2021-09-02
41,spotify:track:1aF9TeHZbe6OVo9dtjPuzK,Kanye West,Junya,Rock The World/IDJ/Kanye LP7,41,-1,1,13342949,2021-09-02
42,spotify:track:05bfbizlM5AX6Mf1RRyMho,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,Flow La Movie,14,27,10,13082669,2021-09-02
43,spotify:track:7DBFslKWQzoRgO0HBBkL3u,Kanye West,24,Rock The World/IDJ/Kanye LP7,43,-1,1,12955187,2021-09-02
44,spotify:track:63aj87TQG6F3RVO5nbG2VQ,"J Balvin, Skrillex",In Da Getto,"Sueños Globales, LLC",44,48,9,12933235,2021-09-02
45,spotify:track:3SYLoL8KHxdQPYIkfwmUjN,Kanye West,Remote Control,Rock The World/IDJ/Kanye LP7,45,-1,1,12913533,2021-09-02
46,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,1,28,34,12878186,2021-09-02
47,spotify:track:0G2zPzWqVjR68iNPmx2TBe,"Mora, Bad Bunny, Sech",Volando - Remix,Rimas Entertainment LLC,19,29,8,12598210,2021-09-02
48,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,Sleepy Hallow,2055,Winners Circle/RCA Records,31,31,7,12034127,2021-09-02
49,spotify:track:3PwRuzdphgedcWVUOVYJ7I,Rauw Alejandro,Cúrame,Sony Music Latin/Duars Entertainment,35,35,6,11797153,2021-09-02
50,spotify:track:7up5MwPUHQdv4DkzQRHRWP,Kanye West,Pure Souls,Rock The World/IDJ/Kanye LP7,50,-1,1,11585806,2021-09-02
51,spotify:track:0W6I02J9xcqK8MtSeosEXb,Doja Cat,Get Into It (Yuh),Kemosabe Records/RCA Records,47,47,5,11294620,2021-09-02
52,spotify:track:2TJ1FOCmCBkKm418MjVw5D,Kanye West,Donda,Rock The World/IDJ/Kanye LP7,52,-1,1,11098736,2021-09-02
53,spotify:track:7MAibcTli4IisCtbHKrGMh,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,Aftermath Entertainment/Atlantic,5,33,26,11085219,2021-09-02
54,spotify:track:4HzqWEdAbzcVFDv0pvxV4w,Maluma,Sobrio,Sony Music Latin,41,43,8,11037322,2021-09-02
55,spotify:track:6w8yBI2vthyN9UnwO4UBWb,"Tiago PZK, LIT killah",Entre Nosotros,WM Chile,34,37,8,10951000,2021-09-02
56,spotify:track:4IlOyxGATYUp7YVy5zrSW8,Kanye West,Keep My Spirit Alive,Rock The World/IDJ/Kanye LP7,56,-1,1,10913129,2021-09-02
57,spotify:track:56JwgcQcxo08w7YXrBzrA5,Kanye West,Jesus Lord,Rock The World/IDJ/Kanye LP7,57,-1,1,10900265,2021-09-02
58,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,happier,Olivia Rodrigo PS,12,38,15,10837112,2021-09-02
59,spotify:track:6OufwUcCqo81guU2jAlDVP,Shouse,Love Tonight (Edit),Hell Beach Catalog,39,39,9,10655348,2021-09-02
60,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,4,45,94,10454615,2021-09-02
61,spotify:track:5lAnYvAIkSDNXqfo7DyFUm,Doja Cat,Ain't Shit,Kemosabe Records/RCA Records,22,40,10,10218950,2021-09-02
62,spotify:track:27RSJHEA99Y0Vsow7nA37A,"Sech, Jhayco",911 (Remix),Rich Music,35,42,8,10170485,2021-09-02
63,spotify:track:1058fW9H3fZA6QjYCdOBad,Camila Cabello,Don't Go Yet,Epic,32,46,6,10168472,2021-09-02
64,spotify:track:0cOa970mzTWAxKtltpkpLc,"TINI, Maria Becerra",Miénteme,Sony Music Latin,41,50,18,10119289,2021-09-02
65,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, Jhayco",DÁKITI,Rimas Entertainment LLC,1,49,44,10109481,2021-09-02
66,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Ministry of Sound Recordings,15,36,28,10104000,2021-09-02
67,spotify:track:0z8hI3OPS8ADPWtoCjjLl6,"Shawn Mendes, Tainy",Summer of Love (Shawn Mendes & Tainy),Shawn Mendes LP4-5 PS/ Island,34,34,2,10086800,2021-09-02
68,spotify:track:2GPTiPR5db727wu1tFvFt4,Kanye West,New Again,Rock The World/IDJ/Kanye LP7,68,-1,1,10030218,2021-09-02
69,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,61,61,3,9744131,2021-09-02
70,spotify:track:4OwhwvKESFtuu06dTgct7i,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,WEA Latina,48,52,9,9541764,2021-09-02
71,spotify:track:0MMyJUC3WNnFS1lit5pTjk,Olivia Rodrigo,"jealousy, jealousy",Olivia Rodrigo PS,17,51,15,9497239,2021-09-02
72,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,2,58,54,9489399,2021-09-02
73,spotify:track:0BGwAKW4u8kWOhWFflZxfl,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),3,44,33,9374344,2021-09-02
74,spotify:track:2rCbl9naJYhaxjLsfx88uM,"Sebastian Yatra, Myke Towers",Pareja Del Año,UMLE - Latino,10,54,20,9358037,2021-09-02
75,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,"24kGoldn, iann dior",Mood (feat. iann dior),Records/Columbia,1,57,56,9310325,2021-09-02
76,spotify:track:7f1w2rZoIf7g56McEUTh5W,Kanye West,Jail pt 2,Rock The World/IDJ/Kanye LP7,76,-1,1,9288349,2021-09-02
77,spotify:track:7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,Surf Curse,55,56,18,9221441,2021-09-02
78,spotify:track:5YRFttxjAEgm2nq5Z2tlqK,Kanye West,Lord I Need You,Rock The World/IDJ/Kanye LP7,78,-1,1,9221270,2021-09-02
79,spotify:track:0bI7K9Becu2dtXK1Q3cZNB,"Tiësto, KAROL G",Don't Be Shy,Atlantic Records,79,86,3,9164205,2021-09-02
80,spotify:track:1is8gU4RVcN4J8xItxWoOY,Clinton Kane,I GUESS I'M IN LOVE,Columbia,75,75,2,8949541,2021-09-02
81,spotify:track:0mJBiaODgK0XjOLCN5fItq,Sam Smith,Like I Can,Capitol,81,96,2,8898032,2021-09-02
82,spotify:track:5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,Olivia Rodrigo PS,11,55,15,8849812,2021-09-02
83,spotify:track:3VlW71ZRJPEjd17W0bW28D,Kanye West,Donda Chant,Rock The World/IDJ/Kanye LP7,83,-1,1,8821108,2021-09-02
84,spotify:track:6DZz58CbF0AKw5PCKqNKcM,Kanye West,Come to Life,Rock The World/IDJ/Kanye LP7,84,-1,1,8799808,2021-09-02
85,spotify:track:6KgtcmCF9Ky68XC7ezxl3s,"Lizzo, Cardi B",Rumors (feat. Cardi B),Nice Life/Atlantic,21,41,3,8664176,2021-09-02
86,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,35,64,53,8653162,2021-09-02
87,spotify:track:4qu63nuBpdn0qHUHuObEj1,"Marshmello, Jonas Brothers",Leave Before You Love Me (with Jonas Brothers),Republic Records,52,60,14,8647549,2021-09-02
88,spotify:track:37y7iDayfwm3WXn5BiAoRk,Steve Lacy,Dark Red,Three Quarter,77,77,4,8613553,2021-09-02
89,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,9,59,44,8470336,2021-09-02
90,spotify:track:5RhFmJifQe83FpQ6ZFFTZ5,Halsey,"I am not a woman, I'm a god",Capitol Records,90,-1,1,8420550,2021-09-02
91,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,4,68,139,8373451,2021-09-02
92,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,2,67,96,8309988,2021-09-02
93,spotify:track:4rPkN1FMzQyFNP9cLUGIIB,Dua Lipa,Love Again,Warner Records,69,69,8,8216633,2021-09-02
94,spotify:track:1WedZeiezCmCEOzLwhx0hV,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",Poblado - Remix,Universal Music Latino,33,62,11,8164992,2021-09-02
95,spotify:track:6KL88T4Ma4ABXqzgUoEwkd,OneRepublic,Run,Mosley Music/Interscope Records,56,76,17,8138053,2021-09-02
96,spotify:track:44V6EzbUSYgyfsNiP0FrlA,Ed Sheeran,Visiting Hours,Atlantic Records/Asylum,30,30,2,8102174,2021-09-02
97,spotify:track:2rOnSn2piaqLAlYjtfUBlY,"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")",Sony Music Entertainment India Pvt. Ltd.,63,63,3,8066320,2021-09-02
98,spotify:track:2CVChktEKBsM6v4IfdFU5k,dhruv,double take,Little Worry/RCA Records,65,70,8,7991231,2021-09-02
99,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,72,39,7943160,2021-09-02
100,spotify:track:6b2HYgqcK9mvktt4GxAu72,"Justin Quiles, Chimbala, Zion & Lennox",Loco,WEA Latina,58,65,13,7942778,2021-09-02
101,spotify:track:34TiQsddaGhd8lmzJfxSzH,Kanye West,Tell The Vision,Rock The World/IDJ/Kanye LP7,101,-1,1,7880253,2021-09-02
102,spotify:track:2ookQf9qP2qiBuNFnNXyfl,John Amplificado,Chega E Senta - Ao Vivo,Virgin Music Label And Artist Services (S&D),102,110,2,7666991,2021-09-02
103,spotify:track:18vXApRmJSgQ6wG2ll9AOg,Polo G,RAPSTAR,Columbia,3,71,21,7655152,2021-09-02
104,spotify:track:55sgQENF3LY1sUcJUwasLl,"Skrillex, Justin Bieber, Don Toliver",Don’t Go (with Justin Bieber & Don Toliver),OWSLA/Atlantic,53,53,2,7641025,2021-09-02
105,spotify:track:1dIWPXMX4kRHj6Dt2DStUQ,"Blxst, Tyga, Ty Dolla $ign",Chosen (feat. Ty Dolla $ign),Red Bull Records Inc. / Evgle LLC,85,85,6,7601207,2021-09-02
106,spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP,"Galantis, David Guetta, Little Mix",Heartbreak Anthem (with David Guetta & Little Mix),Big Beat Records,46,66,15,7551849,2021-09-02
107,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,Heartbreak Anniversary,Epic/Not So Fast,8,80,29,7454420,2021-09-02
108,spotify:track:1QCqedB1ibmRO9x7Ikb5LI,Kanye West,Ok Ok pt 2,Rock The World/IDJ/Kanye LP7,108,-1,1,7405936,2021-09-02
109,spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6,João Gomes,Meu Pedaço de Pecado,JG Shows,57,73,10,7403450,2021-09-02
110,spotify:track:72zHuDxFQTjbL51qJQSA7j,"Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")",Sony Music Entertainment India Pvt. Ltd.,79,79,2,7346918,2021-09-02
111,spotify:track:40uMIn2zJLAQhNXghRjBed,Post Malone,Motley Crew,Republic Records,18,74,8,7311942,2021-09-02
112,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,16,93,239,7163894,2021-09-02
113,spotify:track:0k4d5YPDr1r7FX77VdqWez,"Doja Cat, The Weeknd",You Right,Kemosabe Records/RCA Records,15,82,10,7105986,2021-09-02
114,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,1,98,105,7085474,2021-09-02
115,spotify:track:6SRsiMl7w1USE4mFqrOhHC,Olivia Rodrigo,brutal,Olivia Rodrigo PS,9,89,15,7045689,2021-09-02
116,spotify:track:2N8m6CYs74qQO4mjVcXO30,Tones And I,Dance Monkey,Elektra (NEK),1,92,111,7034700,2021-09-02
117,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,Republic Records,1,87,45,6995145,2021-09-02
118,spotify:track:5zFglKYiknIxks8geR8rcL,"Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),Interscope Records*,34,88,26,6982261,2021-09-02
119,spotify:track:1J14CdDAvBTE1AJYUOwl6C,Duncan Laurence,Arcade,"Universal Music, a division of Universal International Music BV",23,90,34,6934161,2021-09-02
120,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),Darkroom,24,102,176,6914663,2021-09-02
121,spotify:track:3J4VKkUpLvomXJbn9ZAypO,"Meek Mill, Lil Durk, Lil Baby",Sharing Locations (feat. Lil Baby & Lil Durk),MMG/Atlantic,121,-1,1,6894638,2021-09-02
122,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,Before You Go,Vertigo Berlin,19,101,93,6886210,2021-09-02
123,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,telepatía,EMI / Interscope,2,95,28,6845694,2021-09-02
124,spotify:track:39LLxExYz6ewLAcYrzQQyP,Dua Lipa,Levitating,Warner Records,52,97,24,6790759,2021-09-02
125,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,Columbia,7,100,39,6753205,2021-09-02
126,spotify:track:43qcs9NpJhDxtG91zxFkj7,"Wisin, Jhayco, Anuel AA, Los Legendarios, Myke Towers",Fiel - Remix,La Base Music Group/ WK Records,29,84,11,6661269,2021-09-02
127,spotify:track:7soCc4TpT99bOhJoCiMqFN,Kanye West,Junya pt 2,Rock The World/IDJ/Kanye LP7,127,-1,1,6621001,2021-09-02
128,spotify:track:1sx0XsWUusUoPstbvokZjP,Tai Verdes,AOK,Arista Records,114,114,3,6574515,2021-09-02
129,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,4,109,233,6548141,2021-09-02
130,spotify:track:0PwFN7vRvY80Hnkoew2x3f,"Rauw Alejandro, Mr. Naisgai",2/Catorce,Sony Music Latin/Duars Entertainment,31,111,17,6547678,2021-09-02
131,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,116,150,6545416,2021-09-02
132,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,1,107,240,6506168,2021-09-02
133,spotify:track:1f3yAtsJtY87CTmM8RLnxf,Nirvana,Smells Like Teen Spirit,Geffen,117,117,35,6496714,2021-09-02
134,spotify:track:2FSGUA0gFgGeQdprjtGM2M,"KAROL G, Mariah Angeliq",EL MAKINON,UMLE - Latino,33,125,23,6495643,2021-09-02
135,spotify:track:6cx06DFPPHchuUAcTxznu9,"Joel Corry, MNEK",Head & Heart (feat. MNEK),Atlantic Records UK,11,106,60,6469004,2021-09-02
136,spotify:track:6Dy1jexKYriXAVG6evyUTJ,"Joel Corry, Jax Jones, Charli XCX, Saweetie",OUT OUT (feat. Charli XCX & Saweetie),Atlantic Records UK,136,151,3,6413378,2021-09-02
137,spotify:track:5zNW5ARjYhJQJz1AChP33n,Megan Thee Stallion,Thot Shit,300 Entertainment,46,91,12,6350650,2021-09-02
138,spotify:track:1uMHCAyGmHqyygoNRuo7MV,"bbno$, Rich Brian",edamame (feat. Rich Brian),"bbno$, Rich Brian appears courtesy of 88Rising",138,161,2,6326405,2021-09-02
139,spotify:track:25141FAgU1OmwoC9W2i5E3,"Tarcísio do Acordeon, Marcynho Sensação",Rolê,Sua Música,113,113,4,6298038,2021-09-02
140,spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK,"Gera MX, Christian Nodal",Botella Tras Botella,Virgin Music México,9,115,19,6276595,2021-09-02
141,spotify:track:2KcNrONbZ0hvBPjvrDO2tx,Myke Towers,ALMAS GEMELAS,WEA Latina,87,99,5,6233421,2021-09-02
142,spotify:track:7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,Warner Records,20,104,16,6231650,2021-09-02
143,spotify:track:5YaskwnGDZFDRipaqzbwQx,"ATB, Topic, A7S",Your Love (9PM),Virgin,26,108,31,6157058,2021-09-02
144,spotify:track:2aTKrdenCq5qBOoJPFdn4P,Jamie Miller,Here's Your Perfect,Atlantic Records,104,123,9,6153223,2021-09-02
145,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,"Majestic, Boney M.",Rasputin,NITRON music,40,103,19,6121532,2021-09-02
146,spotify:track:7aZusA4cWXz3Wv9e9uhavz,Matuê,Quer Voar,Sony Music Entertainment,83,112,3,6120237,2021-09-02
147,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,12,128,58,6114059,2021-09-02
148,spotify:track:4Yip3hds5IHyT7AqoNHfmX,"Maria Becerra, Becky G",Wow Wow (feat. Becky G),300 Entertainment,148,-1,1,6105892,2021-09-02
149,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money Records/ TenThousand Projects,2,119,55,6082394,2021-09-02
150,spotify:track:161DnLWsx1i3u1JT05lzqU,Bruno Mars,Talking to the Moon,Elektra (NEK),45,126,24,6074364,2021-09-02
151,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,1,129,115,6005385,2021-09-02
152,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack / Epic,32,120,33,6004042,2021-09-02
153,spotify:track:4P7IXYPAkinTdZrBF5bGWp,Zé Neto & Cristiano,Você Beberia Ou Não Beberia?,Som Livre,153,-1,1,6003966,2021-09-02
154,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,RCA Records Label,13,131,60,5998403,2021-09-02
155,spotify:track:5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Daddy Issues,Columbia,99,132,47,5993917,2021-09-02
156,spotify:track:65OVbaJR5O1RmwOQx0875b,"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),OVO,6,124,26,5972305,2021-09-02
157,spotify:track:72dummgz1gSqm8faekYYQh,Kanye West,Jesus Lord pt 2,Rock The World/IDJ/Kanye LP7,157,-1,1,5958383,2021-09-02
158,spotify:track:4PQdrXMDHDPl1RczrrlADd,Luan Santana,MORENA,Sony Music Entertainment,111,121,8,5951649,2021-09-02
159,spotify:track:2Nc1v8I86FUGorwjXKo0in,"Belly, The Weeknd, Nas","Belly, The Weeknd - Die For It (ft. Nas)","XO | Roc Nation Records, LLC",159,-1,1,5924965,2021-09-02
160,spotify:track:4u06FbRh6FvV2FQZkouzCw,Henrique & Juliano,Arranhão - Ao Vivo,Virgin Music Label And Artist Services (S&D),160,176,2,5894508,2021-09-02
161,spotify:track:6wbDn8NI3ygkOeDJiS0ASi,Sefo,Bilmem Mi?,3TR6AP2,75,94,4,5882287,2021-09-02
162,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,76,146,21,5878089,2021-09-02
163,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - Remastered 2011,EMI,11,144,155,5872293,2021-09-02
164,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,Avicii,The Nights,Universal Music AB,44,137,25,5851282,2021-09-02
165,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,F-Stop Records/Atlantic,122,136,42,5838830,2021-09-02
166,spotify:track:0zLCBJZSiELJf02ucPP9wb,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,3,130,90,5829947,2021-09-02
167,spotify:track:0qXP5fMhxGzxALOkXYUxfP,A-Wall,Loverboy,Lord A-Wall Records,165,165,2,5822755,2021-09-02
168,spotify:track:3XHJUG5I2zYqOEmEZUX68n,Stray Kids,Thunderous,Republic Records - Stray Kids,168,-1,1,5812990,2021-09-02
169,spotify:track:4cktbXiXOapiLBMprHFErI,Maroon 5,Memories,Interscope Records*,2,141,102,5809131,2021-09-02
170,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,Epic/Grand Hustle,13,140,212,5797515,2021-09-02
171,spotify:track:7Bk0uXKk1uPT0XuQbpFzvs,"Los Legendarios, Wisin, Jhayco",Fiel,La Base Music Group/ WK Records,7,134,29,5764745,2021-09-02
172,spotify:track:5SwyN9hzmWjBsINlif8li8,Gusttavo Lima,Ficha Limpa,Sony Music Entertainment,125,133,9,5762698,2021-09-02
173,spotify:track:1nahzW3kfMuwReTka28tH5,Justin Bieber,Hold On,RBMG/Def Jam,5,127,26,5738552,2021-09-02
174,spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,Universal-Island Records Ltd.,108,142,47,5721405,2021-09-02
175,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,3,150,153,5690198,2021-09-02
176,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,147,154,29,5663659,2021-09-02
